iter	Logloss
392	0.0005255310806
393	0.0005255225571
394	0.0005255195046
395	0.0005255084043
396	0.0005255005548
397	0.0005254982158
398	0.0005254889391
399	0.0005254945685
400	0.0005255072942
401	0.0005254831114
402	0.0005254905645
403	0.0005178049152
404	0.0005178088796
405	0.0005177990876
406	0.0005178055099
407	0.0005102775642
408	0.0005102833918
409	0.000510264442
410	0.000510264442
411	0.000510264442
412	0.0005102629356
413	0.0005102631734
414	0.0005102610723
415	0.0005102613498
416	0.0005102604776
417	0.0005102473951
418	0.0005102473951
419	0.0005102504874
420	0.000510247078
421	0.0005102508442
422	0.0005102357398
423	0.0005102357398
424	0.0005102477519
425	0.0005102477519
426	0.0005102411314
427	0.0005102361363
428	0.0005102361363
429	0.0005102317754
430	0.0005102358587
431	0.0005102354623
432	0.0005102348677
433	0.0005102237277
434	0.0005102237674
435	0.0005102251945
436	0.0005102251945
437	0.0005102251945
438	0.0005102251945
439	0.0005102190101
440	0.000510216909
441	0.0005102109227
442	0.0005102109227
443	0.0005102157196
444	0.0005102157196
445	0.0005102157196
446	0.0005101974438
447	0.0005102035489
448	0.0005102050554
449	0.0005101978402
450	0.0005101987124
451	0.0005101815069
452	0.0005101815069
453	0.000510173816
454	0.000510174926
455	0.0005101745296
456	0.0005101706841
457	0.0005101625571
458	0.0005101577999
459	0.0005101445191
460	0.0005101445191
461	0.0005101487214
462	0.0005101418234
463	0.0005101133987
464	0.0005101171252
465	0.0005101129229
466	0.000510105232
467	0.0005101083639
468	0.0005101065799
469	0.0005100978186
470	0.0005100959553
471	0.0005100959553
472	0.0005100813664
473	0.0005100854893
474	0.0005100854893
475	0.000510084974
476	0.0005100862822
477	0.000510066936
478	0.000510073834
479	0.0005100585711
480	0.0005100585711
481	0.0005100555978
482	0.000510048898
483	0.000510040216
484	0.000510045885
485	0.000510040771
486	0.0005100303843
487	0.0005100323665
488	0.0005100274506
489	0.0005100148835
490	0.0005100264199
491	0.0005100007703
492	0.0005100007703
493	0.0005099977177
494	0.0005099977177
495	0.0005099864192
496	0.0005099919693
497	0.000509988441
498	0.0005099970041
499	0.0005099836837
500	0.0005099836837
501	0.000509982653
502	0.0005099919693
503	0.0005099782922
504	0.0005099773803
505	0.0005099765082
506	0.0005099616021
507	0.0005099775786
508	0.0005099775786
509	0.0005099698876
510	0.0005099571619
511	0.0005099509775
512	0.0005099395997
513	0.0005099413044
514	0.0005099359524
515	0.0005099246143
516	0.0005099307194
517	0.0005099237421
518	0.0005099120868
519	0.0005099117696
520	0.0005099078845
521	0.0005099078845
522	0.0005098925027
523	0.0005098837414
524	0.00050988612
525	0.00050988612
526	0.000509880887
527	0.0005098761694
528	0.0005098616597
529	0.0005098760108
530	0.0005098760108
531	0.0005098760108
532	0.0005098708175
533	0.0005098568232
534	0.0005098568232
535	0.0005098590432
536	0.000509844375
537	0.0005098434235
538	0.0005098434235
539	0.0005098433442
540	0.0005098411242
541	0.0005098353362
542	0.0005098341468
543	0.0005098341468
544	0.0005098356533
545	0.0005098360101
546	0.000509829786
547	0.000509829786
548	0.000509829786
549	0.000509829786
550	0.000509829786
551	0.0005098169017
552	0.0005098169017
553	0.0005098276452
554	0.0005098220158
555	0.0005098106776
556	0.0005098028281
557	0.0005098028281
558	0.0005097979916
559	0.0005097979916
560	0.0005097888735
561	0.0005097888735
562	0.0005097880013
563	0.0005097842748
564	0.000509770558
565	0.0005097746017
566	0.0005097746017
567	0.0005097769803
568	0.0005097769803
569	0.0005097769803
570	0.0005097774164
571	0.000509772223
572	0.0005097680208
573	0.0005097677829
574	0.0005097605677
575	0.0005097718266
576	0.0005097537489
577	0.0005097537489
578	0.0005097478024
579	0.000509742054
580	0.0005097509739
581	0.0005097354731
582	0.0005097353542
583	0.0005097266325
584	0.0005097266325
585	0.0005097377328
586	0.0005097323809
587	0.000509729249
588	0.0005097175937
589	0.0005097229456
590	0.0005097229456
591	0.0005097261171
592	0.0005097184262
593	0.0005097184262
594	0.0005097184262
595	0.0005097154529
596	0.0005097084359
597	0.0005097026083
598	0.0005097026083
599	0.0005097099821
600	0.0005096907944
601	0.0005096907944
602	0.0005096992782
603	0.0005096911908
604	0.0005096911908
605	0.0005096988025
606	0.0005096988025
607	0.000509688614
608	0.0005096812798
609	0.0005096761261
610	0.0005096795752
611	0.0005096800112
612	0.0005096733511
613	0.0005096733511
614	0.0005096703381
615	0.0005096703381
616	0.000509671131
617	0.000509671131
618	0.0005096642726
619	0.0005096704967
620	0.0005096704967
621	0.0005096704967
622	0.0005096567006
623	0.0005096522605
624	0.0005096523001
625	0.0005096445696
626	0.000509642746
627	0.0005096382265
628	0.0005096363633
629	0.0005096294256
630	0.0005096292274
631	0.0005096277209
632	0.0005096278398
633	0.0005096198318
634	0.0005096127751
635	0.0005096031813
636	0.0005096155502
637	0.0005095984637
638	0.0005096096036
639	0.0005095975519
640	0.000509600882
641	0.0005095759063
642	0.0005095844297
643	0.0005095724969
644	0.0005095753909
645	0.0005095753909
646	0.0005095618723
647	0.0005095576701
648	0.0005095659953
649	0.0005095583044
650	0.0005095558465
651	0.0005095372931
652	0.0005095445876
653	0.0005095445876
654	0.0005095413368
655	0.0005095354298
656	0.0005095271443
657	0.0005095328926
658	0.0005095266685
659	0.0005095311087
660	0.0005095311087
661	0.0005095232988
662	0.0005095147357
663	0.0005095150132
664	0.0005095067673
665	0.0005095148546
666	0.0005094948741
667	0.0005095006621
668	0.0005094920197
669	0.0005094907511
670	0.0005094713653
671	0.0005094833774
672	0.00050947529
673	0.0005094664891
674	0.000509470612
675	0.0005094693038
676	0.0005094596307
677	0.0005094597099
678	0.0005094465085
679	0.0005094351703
680	0.0005094425441
681	0.0005094350118
682	0.0005094356461
683	0.0005094349325
684	0.0005094304131
685	0.0005094309681
686	0.0005094329503
687	0.0005094231186
688	0.0005094109876
689	0.0005094044859
690	0.0005093970329
691	0.0005094000855
692	0.0005093831972
693	0.0005093764577
694	0.0005093686082
695	0.0005093734448
696	0.0005093707886
697	0.0005093738015
698	0.0005093658728
699	0.0005093692029
700	0.0005093624634
701	0.0005093460508
702	0.000509354376
703	0.0005093475176
704	0.0005093450201
705	0.000509333444
706	0.0005093438307
707	0.0005093371309
708	0.0005093190136
709	0.000509323533
710	0.0005093084684
711	0.0005093167936
712	0.0005093112434
713	0.0005093068033
714	0.0005093039489
715	0.0005093046229
716	0.0005092948308
717	0.0005092958219
718	0.0005092849199
719	0.000509278894
720	0.0005092750089
721	0.000509275326
722	0.0005092775461
723	0.0005092721545
724	0.000509272987
725	0.000509262085
726	0.0005092505089
727	0.0005092598253
728	0.0005092542751
729	0.0005092525704
730	0.0005092515397
731	0.0005092453949
732	0.0005092328674
733	0.0005092322727
734	0.0005092273569
735	0.0005092208553
736	0.0005092095964
737	0.0005092142347
738	0.0005091946903
739	0.0005092051563
740	0.0005091918756
741	0.0005091843036
742	0.0005091813699
743	0.0005091878715
744	0.0005091749476
745	0.0005091787534
746	0.000509175463
747	0.0005091732033
748	0.0005091684064
749	0.0005091677324
750	0.0005091616272
751	0.0005091461661
752	0.000509142836
753	0.0005091423603
754	0.0005091289607
755	0.0005091291985
756	0.0005091304671
757	0.0005091125481
758	0.0005090931225
759	0.0005090895149
760	0.000509078375
761	0.0005090761549
762	0.0005090731024
763	0.0005090419422
764	0.0005090396825
765	0.0005090124075
766	0.0005090217635
767	0.0005090128436
768	0.000509005668
769	0.0005089998404
770	0.0005090054302
771	0.0005089968671
772	0.0005089836657
773	0.0005089833089
774	0.0005089861632
775	0.0005089775209
776	0.0005089658259
777	0.0005089680063
778	0.000508972605
779	0.000508962139
780	0.0005089629319
781	0.0005089518316
782	0.0005089487394
783	0.0005089477086
784	0.0005089443785
785	0.0005089440614
786	0.0005089360929
787	0.0005089387491
788	0.0005089323664
789	0.000508918055
790	0.0005089245566
791	0.0005089186496
792	0.000508919165
793	0.0005089038624
794	0.0005088937136
795	0.0005088910574
796	0.0005088832476
797	0.0005088772217
798	0.0005088746845
799	0.0005088721076
800	0.0005088764288
801	0.0005088555365
802	0.0005088551004
803	0.0005088393221
804	0.0005088360713
805	0.0005088338513
806	0.0005088304022
807	0.0005088264775
808	0.0005088189055
809	0.0005088148618
810	0.0005088062591
811	0.0005088066555
812	0.0005087980131
813	0.000508795357
814	0.0005087961895
815	0.0005087850099
816	0.0005087754954
817	0.0005087651087
818	0.0005087545634
819	0.0005087511144
820	0.0005087396573
821	0.0005087352172
822	0.0005087315303
823	0.0005087233636
824	0.0005087211039
825	0.0005087052067
826	0.0005086865741
827	0.0005086877237
828	0.0005086749584
829	0.0005086736105
830	0.0005086682586
831	0.0005086608848
832	0.0005086639374
833	0.0005086497449
834	0.0005086465733
835	0.0005086348784
836	0.0005086295265
837	0.0005086265532
838	0.0005086239763
839	0.0005086090305
840	0.0005086044319
841	0.0005085954723
842	0.0005085882968
843	0.0005085889707
844	0.0005085726374
845	0.0005085725581
846	0.000508561775
847	0.0005085577709
848	0.0005085482564
849	0.0005085493664
850	0.0005085229636
851	0.0005085117047
852	0.0005085088107
853	0.0005085088107
854	0.0005084979879
855	0.0005084967986
856	0.0005084910899
857	0.0005084783245
858	0.0005084686514
859	0.000508465797
860	0.0005084594144
861	0.0005084537056
862	0.0005084432
863	0.0005084401871
864	0.000508426946
865	0.0005084215148
866	0.0005084148942
867	0.000508402446
868	0.00050839198
869	0.0005083904736
870	0.0005083742989
871	0.0005083706516
872	0.0005083577673
873	0.0005083554283
874	0.0005083446452
875	0.0005083412358
876	0.0005083446452
877	0.0005083467067
878	0.0005083454381
879	0.0005083315627
880	0.0005083263297
881	0.0005083229996
882	0.0005083193524
883	0.0005083153483
884	0.0005083187181
885	0.0005083075385
886	0.0005083081331
887	0.0005083082521
888	0.0005083122165
889	0.0005082941785
890	0.0005082932667
891	0.0005082946146
892	0.0005082853379
893	0.0005082842278
894	0.0005082833557
895	0.0005082727311
896	0.0005082733654
897	0.0005082716211
898	0.0005082671413
899	0.0005082724932
900	0.0005082644059
901	0.0005082539002
902	0.0005082532263
903	0.0005082508477
904	0.0005082349504
905	0.00050823277
906	0.0005082321357
907	0.0005082323736
908	0.0005082140581
909	0.0005082311843
910	0.000508222304
911	0.0005082156835
912	0.0005082144545
913	0.0005082073186
914	0.0005082212733
915	0.0005081986366
916	0.0005081937604
917	0.0005081922539
918	0.0005081863073
919	0.0005081917782
920	0.0005081846423
921	0.0005081855145
922	0.0005081724716
923	0.0005081745727
924	0.0005081576051
925	0.0005081643446
926	0.000508163076
927	0.000508156059
928	0.0005081549094
929	0.0005081401618
930	0.0005081452759
931	0.000508138695
932	0.0005081372678
933	0.0005081344134
934	0.0005081277136
935	0.0005081292201
936	0.000508124225
937	0.0005081217274
938	0.0005081144329
939	0.0005081153447
940	0.0005081070195
941	0.0005081086053
942	0.0005081083674
943	0.0005080953245
944	0.000508095602
945	0.0005080877525
946	0.0005080809338
947	0.0005080850568
948	0.0005080727275
949	0.000508074115
950	0.000508070111
951	0.0005080719743
952	0.0005080606361
953	0.0005080549274
954	0.0005080557599
955	0.0005080587728
956	0.0005080506855
957	0.0005080337179
958	0.0005080223797
959	0.000508025353
960	0.0005080335197
961	0.000508030586
962	0.000508018891
963	0.0005080054121
964	0.0005080063239
965	0.0005080213886
966	0.0005079932018
967	0.0005080015666
968	0.0005079930036
969	0.0005079930036
970	0.0005079864227
971	0.0005079848766
972	0.0005079778199
973	0.0005079871759
974	0.000507978811
975	0.0005079773046
976	0.0005079747674
977	0.0005079631517
978	0.000507952091
979	0.0005079418629
980	0.0005079527253
981	0.00050793996
982	0.0005079357974
983	0.0005079408322
984	0.0005079359163
985	0.0005079269964
986	0.0005079222788
987	0.0005079285425
988	0.000507912685
989	0.0005079081259
990	0.0005079074123
991	0.0005079085223
992	0.0005079048355
993	0.0005078951623
994	0.0005078988889
995	0.0005078897708
996	0.0005078882643
997	0.0005078827538
998	0.000507880732
999	0.0005078805337
